DATE,PJMC RT LMP,PJMC RT CONG,PJMC DA LMP,PJMC DA CONG,MISO RT LMP,MISO RT CONG,MISO DA LMP,MISO DA CONG,MISO RTLOAD,MISO LOAD FC,Central RT LOAD,Central LOAD FC,MISO GAS GEN,MISO DA GAS,MISO COAL GEN,MISO DA COAL,MISO Nuclear Gen,MISO Nuclear DA,MISO Hydro Gen,MIS DA Hydro,PJM RTLOAD,PJM LOAD FC,PJM West LOAD,PJM West LOAD FC,PJM GAS Gen,PJM Coal Gen,PJM Nuclear Gen,PJM Hydro Gen,PJM Ramp Imports,PJM Ramp Exports,MISO Ramp Imports,MISO Ramp Exports,MISO ACE,PJM ACE,MISO/PJMC DALMP,MISO/PJMC RTLMP,MISO/PJMC DA CONG,MISO/PJMC RT CONG,PJM/MISO RT LOAD,MISO Net Load,PJM Net Load,PJM/MISO Net Load 
2019-05-30,20.17,0.00,19.69,-0.51,19.18,0.33,18.06,-0.60,65666.73,67398.88,33189.58,34368.38,17094.21,19169.80,24725.15,21621.03,10903.29,10142.33,1165.78,1276.71,75896.26,76630.25,39157.27,39431.38,29035.05,19525.95,32705.48,1114.68,980.84,1019.16,997.47,502.53,36.46,52.90,-1.63,-0.99,-0.08,0.33,10229.53,11778.31,-6484.89,-18263.20
2019-05-31,19.35,0.00,18.12,-0.98,19.25,0.19,18.67,0.13,65747.67,66153.38,32852.29,33227.63,16628.29,18196.11,23747.81,20886.56,11165.91,11003.60,1176.61,1153.73,74052.29,74584.38,38284.23,38479.00,29852.34,16143.35,32809.14,1347.60,941.34,1058.66,1015.03,484.97,17.93,6.63,0.55,-0.10,1.11,0.19,8304.62,13029.05,-6100.14,-19129.18
2019-06-01,18.51,0.00,18.94,0.12,18.33,0.02,18.38,-0.06,64082.74,65305.00,31897.00,32783.13,15288.49,17027.88,22561.80,20695.01,11235.09,10850.73,1205.50,1142.94,69838.79,70579.25,36535.36,36842.13,27256.15,14920.65,30510.36,1445.05,1012.72,987.28,978.16,521.84,-4.97,32.32,-0.56,-0.18,-0.18,0.02,5756.05,13791.85,-4293.42,-18085.28
2019-06-02,17.67,0.00,18.37,-0.16,18.59,0.02,16.22,-0.03,61575.74,62582.25,29871.72,31020.88,15866.08,17284.75,22539.91,19593.01,11406.17,11188.18,1151.93,1160.45,66625.44,67420.38,34211.43,34627.88,24239.24,15001.40,31122.29,1339.19,944.91,1055.09,1008.41,491.59,74.06,14.54,-2.16,0.92,0.13,0.02,5049.71,10611.65,-5076.67,-15688.32
2019-06-03,17.06,0.39,17.35,-0.31,15.29,-0.41,15.65,-0.14,63309.53,64955.00,30592.46,32171.75,15023.51,17204.68,21677.83,19937.98,11432.08,11266.53,1128.99,1167.54,67342.74,68082.63,35078.62,35504.75,24543.39,13775.51,32626.28,1350.73,1007.69,992.31,924.78,575.22,140.22,94.89,-1.70,-1.77,0.18,-0.80,4033.21,14047.11,-4953.16,-19000.28
2019-06-04,14.93,0.00,14.47,-1.64,16.30,0.00,15.23,-0.14,66122.85,68014.00,32114.45,33243.50,13938.91,15859.15,23087.18,20475.29,11393.77,11285.53,1112.46,1109.91,67242.10,67940.50,36373.42,36750.00,24379.70,14665.16,32304.75,1280.75,975.84,1024.16,1050.91,449.09,60.16,46.00,0.76,1.37,1.50,0.00,1119.25,16590.54,-5388.26,-21978.80
2019-06-05,19.46,0.03,19.57,0.09,15.27,0.00,16.94,-0.06,68905.09,70270.50,34212.22,35125.50,18385.55,20105.89,26197.60,23088.39,11229.69,11260.33,1126.33,1123.29,71666.45,72366.88,38668.62,39059.25,25855.93,15350.54,31865.16,1050.25,977.09,1022.91,1022.34,477.66,-49.35,27.35,-2.63,-4.19,-0.15,-0.03,2761.36,11965.92,-2455.43,-14421.35
2019-06-06,20.29,0.00,19.39,0.03,18.36,0.00,17.67,-0.25,68165.97,69554.00,34439.41,36130.63,19759.76,21193.18,27290.14,23270.86,11241.96,11235.48,1115.80,1136.46,76733.18,77416.25,39212.51,39707.50,31727.19,17316.33,31657.33,1084.69,968.28,1031.72,1034.91,465.09,16.73,64.99,-1.72,-1.93,-0.28,0.00,8567.22,8758.31,-5052.34,-13810.65
2019-06-07,19.02,0.26,18.62,-0.05,17.16,-0.06,17.48,-0.01,69299.91,68917.75,34642.75,35323.75,19093.88,20680.53,25004.48,21584.09,11208.19,11212.23,1077.08,1109.01,75728.51,76483.75,38716.39,39047.88,31011.73,16472.21,31595.05,971.96,935.56,1064.44,1037.25,462.75,21.45,54.89,-1.13,-1.86,0.04,-0.31,6428.60,12916.29,-4322.44,-17238.73
2019-06-08,16.04,0.00,16.92,0.04,15.01,0.00,15.62,-0.09,65467.23,66399.75,32031.86,33261.88,14717.35,16387.89,22136.51,19770.30,11220.70,11203.23,1136.00,1002.98,69052.15,70123.38,35821.80,36529.88,25801.64,14483.11,31601.13,912.59,950.91,1049.09,1007.50,492.50,53.91,70.76,-1.30,-1.03,-0.13,0.00,3584.92,16256.67,-3746.32,-20002.98
2019-06-09,16.78,0.00,17.58,0.00,15.18,0.00,14.35,0.09,63729.11,64886.38,31206.71,32062.00,14689.29,16155.03,22004.07,20095.86,11539.35,12035.60,1103.48,956.94,66944.15,67507.50,35572.64,35848.75,23490.59,14100.85,32914.80,1193.05,924.75,1075.25,1030.59,469.41,21.44,47.99,-3.23,-1.60,0.09,0.00,3215.05,14392.92,-4755.13,-19148.06
2019-06-10,16.96,1.17,17.58,0.00,14.02,-0.86,16.26,-0.22,65773.39,66565.13,33289.70,33448.50,14129.46,15584.46,22929.05,20768.26,11509.33,11680.73,1032.94,1003.18,71459.50,72027.38,38293.32,38646.25,25332.50,14081.04,33083.98,933.73,998.56,1001.44,982.03,517.97,92.51,107.14,-1.32,-2.94,-0.22,-2.03,5686.11,16172.61,-1971.74,-18144.35
2019-06-11,17.07,0.00,17.05,0.24,15.82,0.00,15.43,-0.33,63540.59,64847.13,31615.06,32728.13,16125.61,16287.41,22927.49,20790.21,11590.62,11975.98,1106.18,985.80,71521.75,72200.38,36491.73,37046.63,26530.39,14434.65,33104.61,1036.15,948.28,1051.72,1028.63,471.38,11.49,100.17,-1.62,-1.25,-0.57,0.00,7981.16,11790.69,-3584.05,-15374.74
2019-06-12,17.15,0.00,16.59,0.11,14.98,0.00,14.99,-0.21,62667.35,64148.88,31999.78,33174.25,14080.43,14181.39,22662.79,20143.30,12038.59,12121.48,1122.94,1114.05,68953.09,69540.75,36902.08,37116.00,24617.86,13035.23,33179.56,957.95,956.69,1043.31,1029.84,470.16,-4.13,82.14,-1.60,-2.17,-0.32,0.00,6285.73,12762.60,-2837.51,-15600.12
2019-06-13,15.71,-0.01,16.98,0.10,15.27,-0.02,14.77,-0.33,62030.57,63631.38,31547.44,32699.75,12823.23,14694.33,20469.02,18799.11,12168.95,12141.73,1137.71,1154.31,69767.34,70361.50,36824.07,37293.00,24052.94,13217.04,33166.56,866.93,983.34,1016.66,1010.88,489.13,4.79,118.78,-2.21,-0.44,-0.43,-0.01,7736.77,15431.66,-1536.12,-16967.78
2019-06-14,14.18,0.00,14.61,-0.49,14.65,-0.03,14.33,0.08,62352.49,63063.38,30991.21,31925.00,10635.42,12141.64,18926.30,17147.83,11951.67,11953.73,1172.08,1160.40,66877.87,67963.13,35528.84,36173.63,22154.64,12991.39,33217.23,891.34,981.88,1018.13,1033.97,466.03,13.10,53.81,-0.28,0.46,0.57,-0.03,4525.38,19667.03,-2376.71,-22043.74
2019-06-15,15.78,-0.02,17.21,0.01,13.45,-0.04,13.80,0.05,62858.93,63507.75,30442.94,31503.50,12360.37,14275.88,20523.13,17767.36,12132.87,11987.48,1195.73,1140.71,64651.98,65251.13,34559.04,34701.13,19616.83,12650.43,33208.61,983.83,965.97,1034.03,987.72,512.28,5.42,82.08,-3.41,-2.32,0.04,-0.02,1793.05,16646.83,-1807.71,-18454.54
2019-06-16,17.09,0.00,17.78,-0.28,14.74,0.01,14.72,0.06,62133.02,63495.13,30050.54,31124.38,14010.84,16481.40,23082.92,19313.84,12354.29,12095.98,1185.78,1153.26,67285.60,67789.50,34798.08,34805.25,23950.08,13529.46,32874.24,1063.25,1022.88,977.13,970.19,529.81,67.16,42.44,-3.06,-2.34,0.34,0.01,5152.58,11499.20,-4131.42,-15630.62
2019-06-17,18.86,0.00,19.24,-0.03,15.87,0.02,16.96,-0.10,63545.84,64977.50,32159.98,32451.88,15664.30,18590.21,24313.10,21305.69,12366.75,12207.23,1188.71,1159.14,75665.93,76134.63,37856.97,38219.50,29635.40,16484.50,33081.58,1101.79,963.88,1036.13,1003.34,496.66,25.13,51.86,-2.28,-2.98,-0.07,0.02,12120.09,10012.97,-4637.33,-14650.30
2019-06-18,19.35,-0.01,18.65,-0.35,17.39,0.00,16.86,-0.05,66741.40,66331.00,33621.95,33545.13,16332.01,18612.64,25894.20,21664.13,12232.96,12222.73,1158.59,1155.45,77459.92,77996.50,39263.08,39482.25,31938.28,19454.51,33068.93,1100.23,958.31,1041.69,1012.06,487.94,27.49,41.77,-1.78,-1.96,0.30,0.01,10718.52,11123.64,-8102.01,-19225.66
2019-06-19,19.99,0.00,19.53,-0.10,18.36,0.08,17.37,0.10,68777.54,68720.25,34518.73,35085.38,16989.42,19325.68,28168.74,23427.91,12213.79,12227.35,1145.11,1143.29,77973.57,78433.63,39873.09,40097.00,31030.83,20350.26,33394.96,945.26,985.91,1014.09,1033.84,466.16,66.31,77.43,-2.15,-1.63,0.20,0.08,9196.03,10260.48,-7747.74,-18008.22
2019-06-20,18.97,0.07,18.47,-0.03,18.04,0.02,17.11,-0.11,68539.15,69247.00,33873.19,34677.75,17788.61,19630.55,26636.35,22746.38,12220.28,12218.48,1132.05,1097.78,78975.56,79601.88,39831.36,39964.25,30534.99,18875.19,33783.80,1438.81,988.00,1012.00,969.81,530.19,92.65,37.26,-1.36,-0.93,-0.09,-0.05,10436.41,10761.85,-5657.23,-16419.08
2019-06-21,15.66,0.00,17.68,-0.51,16.69,0.15,16.69,-0.14,68128.87,68753.63,32387.28,33186.13,15913.70,20372.51,22834.28,20731.71,12213.38,12200.23,965.79,963.34,75620.82,76514.13,37615.97,38048.38,28943.50,16894.29,34160.68,1633.58,983.44,1016.56,1027.38,472.63,68.02,95.03,-1.00,1.03,0.37,0.15,7491.95,16201.72,-6011.22,-22212.94
2019-06-22,15.77,0.00,15.86,-0.69,14.16,0.01,13.70,-0.19,66018.23,67367.50,30657.00,32379.38,15929.47,18480.49,21986.81,18104.94,12214.57,12184.35,932.75,926.21,68236.38,69034.25,35886.20,36160.38,23414.45,14932.61,34310.04,1623.45,1005.66,994.34,940.44,559.56,6.86,19.53,-2.16,-1.61,0.50,0.01,2218.15,14954.62,-6044.17,-20998.80
2019-06-23,12.16,0.00,15.81,-0.25,9.61,0.00,13.34,0.04,65697.25,66433.38,30639.23,31666.00,15111.93,19287.96,21901.85,19048.71,12201.43,12199.73,920.00,929.71,66449.30,67267.75,35168.87,35408.63,21307.76,15585.08,34265.68,1579.84,1011.38,988.63,918.31,581.69,34.10,19.18,-2.47,-2.55,0.29,0.00,752.05,15562.04,-6289.05,-21851.09
2019-06-24,15.00,0.03,17.37,0.00,13.30,0.00,16.29,0.05,67960.66,69377.13,33591.49,34454.00,16602.36,20671.34,24607.21,20855.39,12201.39,12183.85,960.86,927.55,75198.59,75678.88,39886.12,39976.50,26106.04,17573.13,34202.71,1584.23,963.19,1036.81,1044.88,455.13,54.16,109.66,-1.08,-1.70,0.05,-0.02,7237.93,13588.83,-4267.51,-17856.34
2019-06-25,13.26,0.52,15.93,0.00,13.66,-0.62,15.73,-0.28,67451.48,68383.25,34346.25,34714.00,14987.80,19212.05,23596.56,21329.55,12266.22,12197.45,963.56,889.93,81875.81,82499.25,40933.26,41386.38,29837.45,18996.13,34002.95,1552.78,965.97,1034.03,1061.72,438.28,66.79,70.84,-0.20,0.40,-0.28,-1.14,14424.34,15637.33,-2513.49,-18150.82
2019-06-26,17.06,0.00,18.34,0.00,14.83,0.00,15.45,-0.20,70015.74,71403.38,36305.77,37141.38,18450.01,21908.36,26615.31,23460.70,12369.74,12197.75,1007.65,948.93,81548.25,82474.38,42271.57,42743.50,29936.94,21168.94,33095.95,1425.89,977.19,1022.81,1011.44,488.56,0.95,88.05,-2.90,-2.23,-0.20,0.00,11532.51,11573.03,-4079.46,-15652.49
2019-06-27,18.92,0.31,18.87,0.24,17.01,0.07,17.18,-0.03,73038.17,74460.00,37328.50,38962.38,19079.02,21580.96,27995.55,23850.48,12103.51,12106.75,1089.94,1050.43,85509.86,86177.25,44401.42,44850.25,34436.73,22268.46,33061.48,1053.20,997.28,1002.72,999.09,500.91,46.41,56.39,-1.69,-1.91,-0.26,-0.25,12471.68,12770.15,-5310.01,-18080.16
2019-06-28,18.38,0.14,18.73,-0.16,16.18,0.02,17.82,0.01,73712.96,75210.75,38561.22,38932.38,18397.04,21599.51,28332.39,24945.53,12099.86,12142.50,1125.40,1054.54,85051.77,86215.13,44063.90,45086.88,33918.90,22637.91,33530.58,734.56,951.94,1048.06,1042.34,457.66,80.78,111.13,-0.90,-2.21,0.16,-0.12,11338.81,13758.27,-5770.18,-19528.45
2019-06-29,18.70,0.01,18.54,-0.38,16.77,0.03,16.07,-0.05,71373.88,72258.13,37096.72,37225.38,18316.61,21304.70,29633.49,25349.09,12110.05,12178.63,1226.33,1056.29,83338.75,84612.25,43350.83,44244.00,33656.25,21930.40,33527.33,607.99,1016.66,983.34,972.63,527.38,64.32,81.63,-2.46,-1.93,0.33,0.02,11964.87,10087.40,-6383.21,-16470.61
2019-06-30,16.95,-0.34,17.10,-0.15,16.26,-1.17,16.31,0.05,72138.81,71047.13,36486.98,36134.50,16799.72,19093.98,27362.96,23590.28,12157.26,12151.63,1242.71,1148.16,80271.12,81869.75,41961.57,43045.75,32776.06,20793.29,33662.51,645.53,902.22,1097.78,1018.84,481.16,90.21,58.13,-0.78,-0.70,0.20,-0.83,8132.31,14576.16,-7606.27,-22182.43
2019-07-01,16.98,-0.46,18.80,-0.36,15.04,-1.77,16.37,0.23,72401.14,74408.50,37230.83,38725.25,18329.92,21943.14,28248.36,25530.18,12178.11,12151.25,1289.96,1182.46,79235.50,80200.88,42477.19,43216.13,31722.44,19830.60,33862.63,766.39,954.44,1045.56,1043.75,456.25,105.46,120.44,-2.43,-1.94,0.58,-1.31,6834.36,12354.79,-6946.55,-19301.34
2019-07-02,20.04,0.08,18.74,-0.81,17.61,0.09,18.73,0.02,77354.89,77281.00,40980.67,40721.25,20404.09,23254.16,32041.88,27185.01,12165.29,12163.00,1240.65,1240.36,84872.68,85609.75,46828.25,47307.50,35429.76,20888.24,33848.03,717.11,1019.56,980.44,985.06,514.94,1.53,59.94,-0.01,-2.43,0.83,0.00,7517.79,11502.98,-6010.46,-17513.44
2019-07-03,19.93,0.00,20.16,-0.03,18.24,0.01,19.16,0.09,75347.00,75746.75,39474.50,39712.75,20899.48,24051.48,32466.90,28371.48,12157.72,12201.35,1257.80,1218.25,87442.03,88062.13,45323.10,45922.75,37673.34,21783.90,33775.34,604.93,878.00,1122.00,1037.59,462.41,22.44,67.45,-1.01,-1.69,0.12,0.01,12095.02,8565.11,-6395.47,-14960.58
2019-07-04,18.17,0.00,18.32,-0.16,17.15,0.00,18.01,0.03,70903.78,72439.25,35523.44,37089.88,18878.83,21853.86,28373.11,25021.51,12161.45,12169.40,1267.88,1230.55,83559.03,83821.00,42178.64,42300.75,34817.39,21270.70,33714.76,514.01,969.56,1030.44,992.44,507.56,38.60,107.34,-0.32,-1.02,0.19,0.00,12655.25,10222.53,-6757.83,-16980.36
2019-07-05,19.17,0.00,19.62,-0.05,17.14,0.00,18.33,0.06,72260.70,73323.38,37149.90,37862.00,19767.64,23273.34,30288.39,26714.20,12178.04,12165.65,1193.34,1166.61,84757.54,85230.00,43956.15,44213.00,35877.21,21163.29,33589.26,530.25,960.69,1039.31,1005.69,494.31,100.62,71.70,-1.29,-2.04,0.12,0.00,12496.84,8833.30,-6402.47,-15235.77
2019-07-06,18.26,0.00,18.47,-0.03,18.79,0.00,18.64,0.03,72530.42,72191.50,37079.61,37119.50,19668.01,22390.83,28930.18,25550.03,12282.19,12152.90,1176.48,1173.00,86079.90,86108.00,44115.31,44039.38,36387.96,22121.25,33542.36,598.90,1008.50,991.50,997.31,502.69,27.13,63.82,0.17,0.53,0.07,0.00,13549.48,10473.57,-6570.58,-17044.15
2019-07-07,17.66,0.00,17.28,-0.01,16.56,0.00,17.10,-0.19,69453.15,69687.88,34429.38,34634.50,19206.63,21066.69,27895.60,24082.74,12298.66,12152.40,1046.33,1152.46,81191.05,81437.63,41075.97,40905.50,33369.83,19545.71,33713.11,566.45,984.97,1015.03,968.94,531.06,96.24,72.96,-0.18,-1.10,-0.18,0.00,11737.91,9005.93,-6004.05,-15009.98
2019-07-08,17.59,0.23,16.71,-0.05,17.40,0.03,16.11,0.00,71917.41,71241.25,35561.90,35086.13,18689.93,21223.80,27876.11,22976.73,12333.04,12161.28,1148.86,1219.85,82278.10,82738.13,41715.55,41972.50,33727.49,19777.01,33835.30,629.35,964.31,1035.69,1029.94,470.06,79.72,35.35,-0.60,-0.19,0.04,-0.20,10360.69,11869.47,-5691.05,-17560.52
2019-07-09,17.67,0.14,17.40,-0.33,15.88,0.11,15.63,-0.12,75471.68,75419.13,37214.95,37276.00,19722.29,22110.31,28724.65,24152.79,12190.69,12168.40,1121.23,1202.26,80204.64,80947.13,42815.94,43105.63,31747.99,19923.21,33850.18,946.60,970.56,1029.44,1013.78,486.22,44.45,80.94,-1.77,-1.78,0.21,-0.03,4732.96,13712.83,-6263.34,-19976.17
2019-07-10,21.36,0.23,19.89,0.19,18.67,0.08,18.17,-0.03,78972.88,79554.75,40329.34,40903.38,21516.45,24273.99,31793.75,25953.91,12128.50,12151.90,1087.43,1141.06,87745.89,88350.63,47480.49,47486.50,36299.29,22653.59,33704.85,1034.46,959.34,1040.66,1029.53,470.47,-4.91,11.31,-1.72,-2.69,-0.21,-0.15,8773.01,12446.75,-5946.30,-18393.05
2019-07-11,20.21,0.20,20.66,0.26,20.69,0.10,19.73,-0.01,77842.68,79729.50,41279.63,42891.63,21800.42,24489.66,29548.04,26346.74,12141.39,12131.53,1099.34,1118.25,91213.91,92153.50,49070.28,49373.50,38416.30,26283.10,33613.90,717.35,941.94,1058.06,1028.75,471.25,-1.81,-15.74,-0.94,0.47,-0.27,-0.10,13371.24,13253.50,-7816.74,-21070.23
2019-07-12,19.43,0.00,18.79,-0.12,18.86,0.05,19.27,-0.02,74052.19,75968.63,37034.54,39229.13,20831.09,23173.99,29422.11,24928.73,12188.48,12144.15,1005.58,1084.31,84106.11,84772.38,43589.06,43981.88,35587.54,22141.94,33663.89,782.53,965.34,1034.66,985.13,514.88,75.06,52.05,0.49,-0.57,0.10,0.05,10053.92,10604.93,-8069.78,-18674.71
2019-07-13,19.36,0.00,19.26,0.23,17.92,0.08,17.31,-0.02,72497.74,73526.75,36233.36,37336.25,18696.66,20955.50,31249.51,25825.45,12294.56,12144.93,996.84,994.99,81203.40,81838.13,41836.16,41958.75,31448.76,22364.61,33729.04,619.69,963.66,1036.34,1044.19,455.81,31.91,31.02,-1.95,-1.44,-0.25,0.08,8705.66,9260.17,-6958.70,-16218.87
2019-07-14,19.48,0.00,19.71,0.09,17.77,0.04,17.26,0.00,71027.05,72265.13,36792.32,37873.13,16787.16,18652.30,29974.59,26318.61,12258.86,12146.50,985.26,980.73,83129.52,83800.50,43264.05,43616.63,32153.93,22746.96,33479.30,631.98,980.25,1019.75,986.88,513.13,28.57,83.77,-2.45,-1.72,-0.09,0.04,12102.48,11021.17,-5882.64,-16903.81
2019-07-15,19.31,-0.06,20.15,0.06,18.86,0.12,18.15,0.03,74880.51,75673.38,38899.15,40581.38,17636.25,19326.95,29671.42,26930.75,12294.05,12179.50,960.21,1010.13,86532.34,87284.50,45489.16,45678.00,34851.96,23894.69,33667.09,566.48,1003.06,996.94,1004.34,495.66,-30.23,106.32,-2.00,-0.45,-0.03,0.18,11651.83,14318.58,-6447.87,-20766.45
2019-07-16,21.19,0.01,21.23,-0.11,20.61,0.50,20.29,0.12,77721.90,78816.63,40930.17,42443.88,19090.11,21046.38,32685.06,29360.40,12120.88,12141.38,1057.18,996.85,90248.17,90843.75,48037.50,48062.50,36866.85,27008.13,33595.68,540.01,1006.69,993.31,945.25,554.75,-31.66,57.11,-0.94,-0.58,0.23,0.48,12526.28,12768.67,-7762.49,-20531.16
2019-07-17,21.29,0.25,20.88,-0.24,20.91,0.03,21.26,0.15,78607.28,80324.88,41312.67,42527.25,21914.26,24477.51,33369.72,28798.88,12124.01,12110.13,1197.25,1075.74,95018.78,95454.38,48256.43,48284.38,39968.94,28285.20,33515.11,550.36,973.13,1026.88,987.91,512.09,9.75,47.59,0.39,-0.39,0.39,-0.22,16411.50,10002.04,-7300.83,-17302.87
2019-07-18,19.59,0.12,21.45,0.58,20.24,0.09,21.01,0.03,80192.34,82818.88,41797.37,44286.00,21849.22,25236.83,31826.16,28896.48,12118.59,12084.25,1193.19,1151.71,94904.84,95549.88,48669.73,48767.50,39358.34,27110.09,33466.10,511.20,970.88,1029.13,977.03,522.97,-6.71,91.58,-0.45,0.65,-0.55,-0.03,14712.50,13205.19,-5540.88,-18746.07
2019-07-19,20.82,0.18,21.95,0.19,19.36,0.22,21.34,0.28,85355.58,85380.75,45717.30,46210.00,23195.93,26443.41,34717.41,31546.60,12036.68,12083.75,1170.30,1150.15,98325.37,98718.00,51874.83,51865.75,39212.28,28354.90,33300.25,532.04,940.75,1059.25,1013.41,486.59,11.88,111.97,-0.61,-1.46,0.09,0.04,12969.79,14235.26,-3074.09,-17309.36
2019-07-20,20.32,0.04,21.36,0.28,20.23,0.00,20.60,0.01,81225.19,82848.63,42842.92,45000.88,22259.16,25568.13,33184.85,30385.70,12089.61,12082.25,1166.95,1129.04,102545.90,103152.00,52498.55,52784.88,40367.34,30380.64,33113.85,590.83,933.41,1066.59,1024.66,475.34,33.77,97.91,-0.76,-0.09,-0.27,-0.04,21320.72,12524.61,-1906.75,-14431.36
2019-07-21,19.14,0.00,20.07,0.32,18.81,-0.04,19.47,-0.07,72673.61,75406.88,38405.82,40958.25,21037.32,23773.24,29092.43,26976.00,12139.96,12091.50,1237.75,1123.15,98043.97,98401.75,47776.58,47607.13,39708.93,28049.96,32978.39,583.39,1009.31,990.69,969.84,530.16,-9.60,102.96,-0.60,-0.33,-0.39,-0.04,25370.36,9166.15,-3276.69,-12442.84
2019-07-22,18.20,0.00,17.98,0.12,17.93,-0.54,19.38,-0.15,71189.87,72541.75,37106.15,38527.88,19067.90,20987.79,28034.28,25503.39,12175.21,12118.38,1250.89,1146.29,91982.34,92799.13,44365.52,44793.00,38727.48,24889.10,32352.04,555.59,1011.53,988.47,1000.66,499.34,51.36,41.27,1.40,-0.27,-0.27,-0.54,20792.48,10661.60,-4541.86,-15203.45
2019-07-23,16.72,0.00,17.68,-0.19,16.36,0.00,17.08,-0.16,68197.31,69602.13,34106.17,35612.63,16924.33,18740.29,26967.53,24421.24,12199.16,12174.38,1215.06,1171.06,81450.10,82391.25,39992.49,40380.13,33021.55,20678.16,32355.39,580.69,962.31,1037.69,1005.88,494.13,34.22,72.43,-0.59,-0.37,0.03,0.00,13252.78,10891.23,-5185.69,-16076.92
2019-07-24,17.28,0.15,17.03,-0.24,16.12,0.08,16.26,0.06,68172.67,69280.75,34726.34,36070.50,17081.66,18291.15,27244.55,23649.70,12219.08,12173.63,1163.49,1146.75,76027.50,76827.88,39641.61,39878.88,31706.33,19249.38,31975.78,835.19,939.25,1060.75,1034.94,465.06,70.31,31.05,-0.76,-1.16,0.30,-0.07,7854.83,10463.89,-7739.17,-18203.06
2019-07-25,18.29,2.45,17.46,0.18,16.82,0.39,15.69,-0.36,69822.89,70577.00,35921.00,36775.88,16430.68,18372.08,25662.01,22221.79,12198.81,12178.88,1137.85,1151.16,77212.29,78281.13,40187.83,40537.88,31456.31,18883.94,32210.78,620.09,951.78,1048.22,1027.97,472.03,132.60,101.88,-1.77,-1.47,-0.55,-2.05,7389.40,14393.53,-5958.82,-20352.36
2019-07-26,17.51,0.63,17.76,0.66,14.60,-0.91,16.80,-0.13,71761.88,72429.00,37120.72,38172.75,16018.83,17919.54,25858.68,22343.25,12140.26,12168.38,1150.36,1142.36,78959.17,80101.75,41561.07,42060.25,32622.68,18316.53,33358.25,679.14,950.09,1049.91,1025.03,474.97,9.95,109.77,-0.96,-2.91,-0.79,-1.54,7197.29,16593.74,-6017.42,-22611.16
2019-07-27,16.84,-0.02,18.13,0.58,16.28,0.00,15.41,-0.42,71660.99,72525.13,36526.95,37587.38,17651.26,19756.46,26092.08,22524.64,11560.45,11620.90,1148.80,1137.59,78770.74,79586.13,41556.35,41893.50,31304.14,18199.41,33594.93,657.39,1059.53,940.47,991.94,508.06,64.00,26.02,-2.72,-0.56,-0.99,0.02,7109.75,15208.40,-4985.12,-20193.52
2019-07-28,17.43,0.00,17.20,-0.17,16.78,0.01,16.08,-0.02,72093.17,72582.25,37345.14,38213.13,18384.79,20488.78,26465.08,22893.70,11185.85,11136.35,1176.36,1162.64,81350.87,82011.75,42802.19,42782.75,32710.78,20039.28,32437.68,616.48,971.72,1028.28,989.97,510.03,83.45,28.56,-1.12,-0.65,0.15,0.01,9257.69,14881.08,-4453.34,-19334.42
2019-07-29,20.09,0.01,19.14,0.56,18.42,0.00,18.29,-0.02,74317.61,75991.13,39949.90,41160.25,19570.01,21582.83,28205.55,24045.19,11442.65,11328.88,1179.29,1191.56,89355.57,90002.75,46349.03,46610.13,37966.80,21592.45,32407.23,530.71,996.78,1003.22,987.88,512.13,32.50,67.89,-0.84,-1.67,-0.58,-0.01,15037.96,13920.11,-3141.61,-17061.73
2019-07-30,20.69,0.24,20.62,0.63,18.83,0.04,19.12,-0.04,71865.88,73887.25,37826.83,39274.38,19668.66,23299.06,29265.57,24526.00,12290.60,12131.25,1192.08,1208.74,90353.97,91121.00,45287.58,45542.13,39852.11,23276.40,32364.80,558.64,1028.41,971.59,974.63,525.38,57.06,77.65,-1.50,-1.86,-0.66,-0.20,18488.08,9448.97,-5697.98,-15146.96
2019-07-31,23.90,-9.74,18.83,0.51,18.14,0.12,18.09,-0.18,69652.20,71427.75,36325.99,37621.75,18385.04,21640.79,27289.35,22786.80,12271.76,12399.13,1210.38,1183.65,86359.39,87363.50,42738.47,42997.00,38643.79,21500.53,32449.04,450.50,991.38,1008.63,962.56,537.44,127.95,43.38,-0.74,-5.76,-0.69,9.86,16707.18,10495.67,-6684.46,-17180.14
2019-08-01,17.77,0.20,19.08,-0.05,17.96,0.26,18.18,0.08,69984.80,71418.00,35223.74,36968.63,18671.95,21466.05,27155.89,23008.89,11530.66,12592.00,1214.10,1191.84,82516.65,83232.63,42015.26,42300.50,37842.15,20069.85,32498.55,470.74,971.09,1028.91,979.13,520.88,71.16,61.47,-0.90,0.19,0.14,0.07,12531.86,11412.21,-8364.63,-19776.84
2019-08-02,18.47,0.19,19.25,0.32,19.16,0.48,17.99,0.03,71404.30,72176.13,35606.16,36968.75,19620.63,21947.76,27308.59,24073.95,11843.91,11657.60,1126.73,1102.63,82906.53,83645.13,42090.38,42299.88,38377.93,18567.88,32452.70,475.20,948.78,1051.22,1009.59,490.41,77.91,46.16,-1.25,0.69,-0.28,0.29,11502.23,11504.45,-6967.17,-18471.62
